chain_number,chain_pos,expression,log_posterior
1,621,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'square'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13603.308971317923
1,622,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'square'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13603.308971317923
1,623,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'square'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13603.308971317923
1,624,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'square'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13603.308971317923
1,625,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'square'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13603.308971317923
1,626,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'square'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13603.308971317923
1,627,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'square'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13603.308971317923
1,628,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'square'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13603.308971317923
1,629,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'square'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13603.308971317923
1,630,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'square'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13603.308971317923
1,631,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'square'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13603.308971317923
1,632,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'square'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13603.308971317923
1,633,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'square'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13603.308971317923
1,634,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'square'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13603.308971317923
1,635,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'square'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13603.308971317923
1,636,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'square'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13603.308971317923
1,637,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'square'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13603.308971317923
1,638,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'square'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13603.308971317923
1,639,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'square'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13603.308971317923
1,640,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'square'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13603.308971317923
1,641,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'square'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13603.308971317923
1,642,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'square'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13603.308971317923
1,643,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'square'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13603.308971317923
1,644,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'square'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13603.308971317923
1,645,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'square'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13603.308971317923
1,646,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'square'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13603.308971317923
1,647,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'square'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13603.308971317923
1,648,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'square'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13603.308971317923
1,649,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'square'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13603.308971317923
1,650,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'square'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13603.308971317923
1,651,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'square'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13603.308971317923
1,652,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'square'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13603.308971317923
1,653,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'square'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13603.308971317923
1,654,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'square'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13603.308971317923
1,655,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'square'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13603.308971317923
1,656,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'square'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13603.308971317923
1,657,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'square'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13603.308971317923
1,658,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'square'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13603.308971317923
1,659,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'square'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13603.308971317923
1,660,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'square'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13603.308971317923
1,661,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'square'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13603.308971317923
1,662,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'square'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13603.308971317923
1,663,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'any'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13602.210359029255
1,664,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'any'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13602.210359029255
1,665,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'any'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13602.210359029255
1,666,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'any'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13602.210359029255
1,667,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'any'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13602.210359029255
1,668,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'any'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13602.210359029255
1,669,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'any'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13602.210359029255
1,670,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'any'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13602.210359029255
1,671,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'any'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13602.210359029255
1,672,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'any'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13602.210359029255
1,673,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'square'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13603.308971317923
1,674,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'square'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13603.308971317923
1,675,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'square'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13603.308971317923
1,676,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'square'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13603.308971317923
1,677,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'square'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13603.308971317923
1,678,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'square'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13603.308971317923
1,679,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'square'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13603.308971317923
1,680,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'square'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13603.308971317923
1,681,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'square'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13603.308971317923
1,682,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'square'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13603.308971317923
1,683,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'square'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13603.308971317923
1,684,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'square'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13603.308971317923
1,685,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'square'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'circle'], ['PerZone', '2']]]",-13604.407583606591
1,686,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'square'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13603.308971317923
1,687,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'any'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13602.210359029255
1,688,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'any'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13602.210359029255
1,689,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'any'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13602.210359029255
1,690,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'any'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13602.210359029255
1,691,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'any'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13602.210359029255
1,692,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'any'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13602.210359029255
1,693,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'any'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13602.210359029255
1,694,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'any'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13602.210359029255
1,695,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'any'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13602.210359029255
1,696,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'any'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13602.210359029255
1,697,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'any'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13602.210359029255
1,698,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'any'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13602.210359029255
1,699,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'any'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13602.210359029255
1,700,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'any'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13602.210359029255
1,701,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'any'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13602.210359029255
1,702,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'any'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13602.210359029255
1,703,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'any'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13602.210359029255
1,704,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'any'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13602.210359029255
1,705,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'any'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13602.210359029255
1,706,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'any'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13602.210359029255
1,707,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'any'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13602.210359029255
1,708,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'any'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13602.210359029255
1,709,"['Norms', ['Obl', ['Moved', ['Colour', 'g'], ['Shape', 'any'], ['Zone', '3'], ['Next-Move', ['Colour', 'any'], ['Shape', 'any']]], ['Zone', '1']], ['Per', ['Action', 'putdown'], ['Colour', 'r'], ['Shape', 'any'], ['PerZone', '2']]]",-13602.210359029255
